epoch,step,train_acc,train_aon,train_loss,val_acc,val_aon,val_loss
0,49,0.800000011920929,0.0,0.4408009648323059,,,
0,99,1.0,1.0,0.09732099622488022,,,
0,149,0.800000011920929,0.0,0.5442143678665161,,,
0,199,0.800000011920929,0.0,0.6096835732460022,,,
0,249,1.0,1.0,0.25817179679870605,,,
0,299,0.800000011920929,0.0,0.3516683578491211,,,
0,349,0.8999999761581421,0.0,0.2610282301902771,,,
0,399,0.699999988079071,0.0,0.48706692457199097,,,
0,449,0.8999999761581421,0.0,0.23655791580677032,,,
0,499,0.8999999761581421,0.0,0.3554198145866394,,,
0,549,0.800000011920929,0.0,0.37150686979293823,,,
0,599,0.8999999761581421,0.0,0.33329838514328003,,,
0,649,0.8999999761581421,0.0,0.25676587224006653,,,
0,699,0.6000000238418579,0.0,0.5563309788703918,,,
0,749,0.800000011920929,0.0,0.39088478684425354,,,
0,799,0.8999999761581421,0.0,0.34946760535240173,,,
0,849,0.800000011920929,0.0,0.41257238388061523,,,
0,899,0.800000011920929,0.0,0.37504711747169495,,,
0,949,0.8999999761581421,0.0,0.3552195131778717,,,
0,999,0.699999988079071,0.0,0.6833274960517883,,,
0,1049,1.0,1.0,0.2637423574924469,,,
0,1099,1.0,1.0,0.14869871735572815,,,
0,1149,0.5,0.0,1.2186959981918335,,,
0,1199,0.800000011920929,0.0,0.53223717212677,,,
0,1249,0.6000000238418579,0.0,0.64423006772995,,,
0,1299,0.800000011920929,0.0,0.5100522041320801,,,
0,1349,0.800000011920929,0.0,0.43970829248428345,,,
0,1399,0.6000000238418579,0.0,0.7395961880683899,,,
0,1449,0.800000011920929,0.0,0.4416586458683014,,,
0,1499,0.800000011920929,0.0,0.211612731218338,,,
0,1549,0.699999988079071,0.0,0.3647473156452179,,,
0,1599,0.5,0.0,0.8487691879272461,,,
0,1649,0.800000011920929,0.0,0.28790298104286194,,,
0,1699,1.0,1.0,0.22965984046459198,,,
0,1749,0.6000000238418579,0.0,0.6980816125869751,,,
0,1799,1.0,1.0,0.18049736320972443,,,
0,1849,0.800000011920929,0.0,0.37433162331581116,,,
0,1899,1.0,1.0,0.297031432390213,,,
0,1949,0.800000011920929,0.0,0.40478476881980896,,,
0,1999,0.699999988079071,0.0,0.5778742432594299,,,
0,2049,0.800000011920929,0.0,0.4884265959262848,,,
0,2099,0.800000011920929,0.0,0.5184629559516907,,,
0,2149,0.8999999761581421,0.0,0.49578410387039185,,,
0,2199,0.699999988079071,0.0,0.614605724811554,,,
0,2249,0.699999988079071,0.0,0.6441773176193237,,,
0,2299,0.8999999761581421,0.0,0.35385948419570923,,,
0,2349,0.8999999761581421,0.0,0.392483651638031,,,
0,2399,0.8999999761581421,0.0,0.17436516284942627,,,
0,2449,0.800000011920929,0.0,0.3752703070640564,,,
0,2499,0.800000011920929,0.0,0.4293448328971863,,,
0,2549,0.800000011920929,0.0,0.4478920102119446,,,
0,2599,0.6000000238418579,0.0,0.710221529006958,,,
0,2649,0.800000011920929,0.0,0.3519989550113678,,,
0,2699,1.0,1.0,0.190675288438797,,,
0,2749,0.699999988079071,0.0,0.498805433511734,,,
0,2799,0.699999988079071,0.0,0.5239681005477905,,,
0,2849,0.8999999761581421,0.0,0.3274938762187958,,,
0,2899,0.699999988079071,0.0,0.6423071026802063,,,
0,2949,1.0,1.0,0.36526963114738464,,,
0,2999,0.800000011920929,0.0,0.4106977581977844,,,
0,3049,0.699999988079071,0.0,0.4538108706474304,,,
0,3099,1.0,1.0,0.29803404211997986,,,
0,3149,1.0,1.0,0.2645260691642761,,,
0,3199,0.8999999761581421,0.0,0.25108104944229126,,,
0,3249,0.800000011920929,0.0,0.7913253307342529,,,
0,3299,1.0,1.0,0.19753552973270416,,,
0,3349,0.6000000238418579,0.0,0.7774515151977539,,,
0,3399,0.6000000238418579,0.0,0.7640445828437805,,,
0,3449,0.699999988079071,0.0,0.5699030160903931,,,
0,3499,0.8999999761581421,0.0,0.3396837115287781,,,
0,3549,0.699999988079071,0.0,0.6045276522636414,,,
0,3599,1.0,1.0,0.27785760164260864,,,
0,3649,0.6000000238418579,0.0,0.7192919850349426,,,
0,3699,0.800000011920929,0.0,0.3632553219795227,,,
0,3749,1.0,1.0,0.3270024061203003,,,
0,3799,0.699999988079071,0.0,0.38405370712280273,,,
0,3849,0.699999988079071,0.0,0.4333416819572449,,,
0,3899,1.0,1.0,0.11323237419128418,,,
0,3949,0.800000011920929,0.0,0.3959352374076843,,,
0,3999,1.0,1.0,0.20507967472076416,,,
0,4049,0.800000011920929,0.0,0.2467041015625,,,
0,4099,0.800000011920929,0.0,0.37939023971557617,,,
0,4149,0.8999999761581421,0.0,0.2706131935119629,,,
0,4199,0.800000011920929,0.0,0.5101494789123535,,,
0,4249,0.6000000238418579,0.0,0.5151198506355286,,,
0,4299,0.699999988079071,0.0,0.5219960808753967,,,
0,4349,0.6000000238418579,0.0,0.5539356470108032,,,
0,4399,1.0,1.0,0.25685110688209534,,,
0,4449,1.0,1.0,0.22090944647789001,,,
0,4499,0.8999999761581421,0.0,0.26879510283470154,,,
0,4549,0.699999988079071,0.0,0.5096085667610168,,,
0,4599,0.699999988079071,0.0,0.3607783317565918,,,
0,4649,0.699999988079071,0.0,0.47311973571777344,,,
0,4699,0.699999988079071,0.0,0.350299209356308,,,
0,4749,0.699999988079071,0.0,0.45999035239219666,,,
0,4799,0.800000011920929,0.0,0.4440879225730896,,,
0,4849,0.6000000238418579,0.0,0.6463381052017212,,,
0,4899,0.800000011920929,0.0,0.3738621175289154,,,
0,4949,0.800000011920929,0.0,0.4501512050628662,,,
0,4999,1.0,1.0,0.21520666778087616,,,
0,5049,0.699999988079071,0.0,0.42169761657714844,,,
0,5099,0.800000011920929,0.0,0.2588866353034973,,,
0,5149,0.8999999761581421,0.0,0.23196060955524445,,,
0,5199,0.699999988079071,0.0,0.6399089694023132,,,
0,5249,0.8999999761581421,0.0,0.30484047532081604,,,
0,5299,0.800000011920929,0.0,0.488506942987442,,,
0,5349,1.0,1.0,0.21204900741577148,,,
0,5399,0.8999999761581421,0.0,0.42366257309913635,,,
0,5449,0.800000011920929,0.0,0.4900427758693695,,,
0,5499,0.699999988079071,0.0,0.5115400552749634,,,
0,5549,0.699999988079071,0.0,0.6433518528938293,,,
0,5599,0.800000011920929,0.0,0.5310472249984741,,,
0,5649,0.800000011920929,0.0,0.36387982964515686,,,
0,5699,0.800000011920929,0.0,0.5720089077949524,,,
0,5749,0.800000011920929,0.0,0.3634413480758667,,,
0,5799,0.800000011920929,0.0,0.3175121545791626,,,
0,5849,1.0,1.0,0.26429104804992676,,,
0,5899,0.800000011920929,0.0,0.4088076651096344,,,
0,5949,0.5,0.0,0.8582674860954285,,,
0,5999,0.8999999761581421,0.0,0.33518946170806885,,,
0,6049,0.8999999761581421,0.0,0.3063945174217224,,,
0,6099,0.699999988079071,0.0,0.46205076575279236,,,
0,6149,0.800000011920929,0.0,0.39991840720176697,,,
0,6199,1.0,1.0,0.3099803924560547,,,
0,6249,0.800000011920929,0.0,0.3464738428592682,,,
0,6299,0.800000011920929,0.0,0.2654306888580322,,,
0,6349,0.699999988079071,0.0,0.6598527431488037,,,
0,6399,0.8999999761581421,0.0,0.2568681538105011,,,
0,6449,0.8999999761581421,0.0,0.2757146954536438,,,
0,6499,0.800000011920929,0.0,0.39034944772720337,,,
0,6549,0.8999999761581421,0.0,0.33112987875938416,,,
0,6599,1.0,1.0,0.2336578071117401,,,
0,6649,0.8999999761581421,0.0,0.34426626563072205,,,
0,6699,0.6000000238418579,0.0,0.6567056179046631,,,
0,6749,0.699999988079071,0.0,0.4875780940055847,,,
0,6799,1.0,1.0,0.18959590792655945,,,
0,6849,0.800000011920929,0.0,0.4381675720214844,,,
0,6899,0.800000011920929,0.0,0.6005082130432129,,,
0,6949,0.6000000238418579,0.0,0.5695602297782898,,,
0,6999,0.699999988079071,0.0,0.5577329397201538,,,
0,7049,0.8999999761581421,0.0,0.2474536895751953,,,
0,7099,0.8999999761581421,0.0,0.36751994490623474,,,
0,7149,0.8999999761581421,0.0,0.32125917077064514,,,
0,7199,0.699999988079071,0.0,0.6824043989181519,,,
0,7249,0.699999988079071,0.0,0.45498552918434143,,,
0,7299,0.699999988079071,0.0,0.5856648683547974,,,
0,7349,0.8999999761581421,0.0,0.3214099407196045,,,
0,7399,0.699999988079071,0.0,0.5036090612411499,,,
0,7449,1.0,1.0,0.1713816523551941,,,
0,7499,0.8999999761581421,0.0,0.3444802165031433,,,
0,7549,0.800000011920929,0.0,0.5238943696022034,,,
0,7599,0.800000011920929,0.0,0.5540993809700012,,,
0,7649,1.0,1.0,0.1742062121629715,,,
0,7699,0.8999999761581421,0.0,0.22677040100097656,,,
0,7749,0.6000000238418579,0.0,0.6179789304733276,,,
0,7799,0.800000011920929,0.0,0.4722687304019928,,,
0,7849,0.800000011920929,0.0,0.37182313203811646,,,
0,7899,0.8999999761581421,0.0,0.2660694718360901,,,
0,7949,1.0,1.0,0.20118792355060577,,,
0,7999,0.699999988079071,0.0,0.5263573527336121,,,
0,7999,,,,0.7850522994995117,0.125,0.41609466075897217
1,8049,1.0,1.0,0.12205462157726288,,,
1,8099,0.6000000238418579,0.0,0.9385141134262085,,,
1,8149,0.699999988079071,0.0,0.3696439266204834,,,
1,8199,0.699999988079071,0.0,0.46113601326942444,,,
1,8249,0.5,0.0,0.7840312719345093,,,
1,8299,0.5,0.0,0.7016118168830872,,,
1,8349,0.5,0.0,0.6696459650993347,,,
1,8399,0.8999999761581421,0.0,0.3735138475894928,,,
1,8449,0.6000000238418579,0.0,0.6986526250839233,,,
1,8499,1.0,1.0,0.24139976501464844,,,
1,8549,0.800000011920929,0.0,0.38249292969703674,,,
1,8599,1.0,1.0,0.2017911672592163,,,
